fastbaps_cluster	genome_1	genome_2	dist	patient.x	country.x	patient.y	country.y
fastbaps_cluster_13	ERR3337559	ERR4022364	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3337559	ERR4022413	470	VT_104	UK	VT_198	UK
fastbaps_cluster_13	ERR3337559	ERR4022429	469	VT_104	UK	VT_198	UK
fastbaps_cluster_13	ERR3337559	ERR4022430	469	VT_104	UK	VT_198	UK
fastbaps_cluster_13	ERR3337559	ERR6057648	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3337559	ERR6057683	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3468928	23IE163_S2_L001	466	VT_198	UK	P02	Ireland
fastbaps_cluster_13	ERR3468928	23IE164_S3_L001	547	VT_198	UK	P14	Ireland
fastbaps_cluster_13	ERR3468928	23IE165_S4_L001	545	VT_198	UK	P14	Ireland
fastbaps_cluster_13	ERR3468928	23IE166_S5_L001	83	VT_198	UK	P15	Ireland
fastbaps_cluster_13	ERR3468928	23IE168_S7_L001	83	VT_198	UK	P15	Ireland
fastbaps_cluster_13	ERR3468928	23IE171_S10_L001	572	VT_198	UK	P06	Ireland
fastbaps_cluster_13	ERR3468928	23IE173_S12_L001	578	VT_198	UK	P13	Ireland
fastbaps_cluster_13	ERR3468928	23IE182_S21_L001	578	VT_198	UK	P13	Ireland
fastbaps_cluster_13	ERR3468928	23IE193_S32_L001	578	VT_198	UK	P13	Ireland
fastbaps_cluster_13	ERR3468928	ERR12861448	3819	VT_198	UK	Wetzstein_131	Germany
fastbaps_cluster_13	ERR3468928	ERR12861573	731	VT_198	UK	Wetzstein_157	Germany
fastbaps_cluster_13	ERR3468928	ERR12861611	735	VT_198	UK	Wetzstein_157	Germany
fastbaps_cluster_13	ERR3468928	ERR12861636	1318	VT_198	UK	Wetzstein_124	Germany
fastbaps_cluster_13	ERR3468928	ERR12861894	555	VT_198	UK	Wetzstein_007	Germany
fastbaps_cluster_13	ERR3468928	ERR12861904	554	VT_198	UK	Wetzstein_007	Germany
fastbaps_cluster_13	ERR3468928	ERR12861907	554	VT_198	UK	Wetzstein_007	Germany
fastbaps_cluster_13	ERR3468928	ERR3337469	469	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR3468928	ERR3337543	469	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR3468928	ERR3337559	469	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR3468928	ERR3468928	0	VT_198	UK	VT_198	UK
fastbaps_cluster_13	ERR3468928	ERR3468955	469	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR3468928	ERR3524848	469	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR3468928	ERR3566288	469	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR3468928	ERR3566299	469	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR3468928	ERR3566352	0	VT_198	UK	VT_198	UK
fastbaps_cluster_13	ERR3468928	ERR4022364	469	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR3468928	ERR4022413	1	VT_198	UK	VT_198	UK
fastbaps_cluster_13	ERR3468928	ERR4022429	0	VT_198	UK	VT_198	UK
fastbaps_cluster_13	ERR3468928	ERR4022430	0	VT_198	UK	VT_198	UK
fastbaps_cluster_13	ERR3468928	ERR6057648	469	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR3468928	ERR6057683	469	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR3468955	23IE163_S2_L001	5	VT_104	UK	P02	Ireland
fastbaps_cluster_13	ERR3468955	23IE164_S3_L001	326	VT_104	UK	P14	Ireland
fastbaps_cluster_13	ERR3468955	23IE165_S4_L001	322	VT_104	UK	P14	Ireland
fastbaps_cluster_13	ERR3468955	23IE166_S5_L001	448	VT_104	UK	P15	Ireland
fastbaps_cluster_13	ERR3468955	23IE168_S7_L001	448	VT_104	UK	P15	Ireland
fastbaps_cluster_13	ERR3468955	23IE171_S10_L001	117	VT_104	UK	P06	Ireland
fastbaps_cluster_13	ERR3468955	23IE173_S12_L001	457	VT_104	UK	P13	Ireland
fastbaps_cluster_13	ERR3468955	23IE182_S21_L001	457	VT_104	UK	P13	Ireland
fastbaps_cluster_13	ERR3468955	23IE193_S32_L001	457	VT_104	UK	P13	Ireland
fastbaps_cluster_13	ERR3468955	ERR12861448	3676	VT_104	UK	Wetzstein_131	Germany
fastbaps_cluster_13	ERR3468955	ERR12861573	626	VT_104	UK	Wetzstein_157	Germany
fastbaps_cluster_13	ERR3468955	ERR12861611	630	VT_104	UK	Wetzstein_157	Germany
fastbaps_cluster_13	ERR3468955	ERR12861636	1228	VT_104	UK	Wetzstein_124	Germany
fastbaps_cluster_13	ERR3468955	ERR12861894	370	VT_104	UK	Wetzstein_007	Germany
fastbaps_cluster_13	ERR3468955	ERR12861904	369	VT_104	UK	Wetzstein_007	Germany
fastbaps_cluster_13	ERR3468955	ERR12861907	369	VT_104	UK	Wetzstein_007	Germany
fastbaps_cluster_13	ERR3468955	ERR3337469	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3468955	ERR3337543	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3468955	ERR3337559	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3468955	ERR3468928	469	VT_104	UK	VT_198	UK
fastbaps_cluster_13	ERR3468955	ERR3468955	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3468955	ERR3524848	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3468955	ERR3566288	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3468955	ERR3566299	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3468955	ERR3566352	469	VT_104	UK	VT_198	UK
fastbaps_cluster_13	ERR3468955	ERR4022364	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3468955	ERR4022413	470	VT_104	UK	VT_198	UK
fastbaps_cluster_13	ERR3468955	ERR4022429	469	VT_104	UK	VT_198	UK
fastbaps_cluster_13	ERR3468955	ERR4022430	469	VT_104	UK	VT_198	UK
fastbaps_cluster_13	ERR3468955	ERR6057648	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3468955	ERR6057683	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3524848	23IE163_S2_L001	5	VT_104	UK	P02	Ireland
fastbaps_cluster_13	ERR3524848	23IE164_S3_L001	326	VT_104	UK	P14	Ireland
fastbaps_cluster_13	ERR3524848	23IE165_S4_L001	322	VT_104	UK	P14	Ireland
fastbaps_cluster_13	ERR3524848	23IE166_S5_L001	448	VT_104	UK	P15	Ireland
fastbaps_cluster_13	ERR3524848	23IE168_S7_L001	448	VT_104	UK	P15	Ireland
fastbaps_cluster_13	ERR3524848	23IE171_S10_L001	117	VT_104	UK	P06	Ireland
fastbaps_cluster_13	ERR3524848	23IE173_S12_L001	457	VT_104	UK	P13	Ireland
fastbaps_cluster_13	ERR3524848	23IE182_S21_L001	457	VT_104	UK	P13	Ireland
fastbaps_cluster_13	ERR3524848	23IE193_S32_L001	457	VT_104	UK	P13	Ireland
fastbaps_cluster_13	ERR3524848	ERR12861448	3676	VT_104	UK	Wetzstein_131	Germany
fastbaps_cluster_13	ERR3524848	ERR12861573	626	VT_104	UK	Wetzstein_157	Germany
fastbaps_cluster_13	ERR3524848	ERR12861611	630	VT_104	UK	Wetzstein_157	Germany
fastbaps_cluster_13	ERR3524848	ERR12861636	1228	VT_104	UK	Wetzstein_124	Germany
fastbaps_cluster_13	ERR3524848	ERR12861894	370	VT_104	UK	Wetzstein_007	Germany
fastbaps_cluster_13	ERR3524848	ERR12861904	369	VT_104	UK	Wetzstein_007	Germany
fastbaps_cluster_13	ERR3524848	ERR12861907	369	VT_104	UK	Wetzstein_007	Germany
fastbaps_cluster_13	ERR3524848	ERR3337469	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3524848	ERR3337543	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3524848	ERR3337559	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3524848	ERR3468928	469	VT_104	UK	VT_198	UK
fastbaps_cluster_13	ERR3524848	ERR3468955	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3524848	ERR3524848	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3524848	ERR3566288	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3524848	ERR3566299	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3524848	ERR3566352	469	VT_104	UK	VT_198	UK
fastbaps_cluster_13	ERR3524848	ERR4022364	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3524848	ERR4022413	470	VT_104	UK	VT_198	UK
fastbaps_cluster_13	ERR3524848	ERR4022429	469	VT_104	UK	VT_198	UK
fastbaps_cluster_13	ERR3524848	ERR4022430	469	VT_104	UK	VT_198	UK
fastbaps_cluster_13	ERR3524848	ERR6057648	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3524848	ERR6057683	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3566288	23IE163_S2_L001	5	VT_104	UK	P02	Ireland
fastbaps_cluster_13	ERR3566288	23IE164_S3_L001	326	VT_104	UK	P14	Ireland
fastbaps_cluster_13	ERR3566288	23IE165_S4_L001	322	VT_104	UK	P14	Ireland
fastbaps_cluster_13	ERR3566288	23IE166_S5_L001	448	VT_104	UK	P15	Ireland
fastbaps_cluster_13	ERR3566288	23IE168_S7_L001	448	VT_104	UK	P15	Ireland
fastbaps_cluster_13	ERR3566288	23IE171_S10_L001	117	VT_104	UK	P06	Ireland
fastbaps_cluster_13	ERR3566288	23IE173_S12_L001	457	VT_104	UK	P13	Ireland
fastbaps_cluster_13	ERR3566288	23IE182_S21_L001	457	VT_104	UK	P13	Ireland
fastbaps_cluster_13	ERR3566288	23IE193_S32_L001	457	VT_104	UK	P13	Ireland
fastbaps_cluster_13	ERR3566288	ERR12861448	3676	VT_104	UK	Wetzstein_131	Germany
fastbaps_cluster_13	ERR3566288	ERR12861573	626	VT_104	UK	Wetzstein_157	Germany
fastbaps_cluster_13	ERR3566288	ERR12861611	630	VT_104	UK	Wetzstein_157	Germany
fastbaps_cluster_13	ERR3566288	ERR12861636	1228	VT_104	UK	Wetzstein_124	Germany
fastbaps_cluster_13	ERR3566288	ERR12861894	370	VT_104	UK	Wetzstein_007	Germany
fastbaps_cluster_13	ERR3566288	ERR12861904	369	VT_104	UK	Wetzstein_007	Germany
fastbaps_cluster_13	ERR3566288	ERR12861907	369	VT_104	UK	Wetzstein_007	Germany
fastbaps_cluster_13	ERR3566288	ERR3337469	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3566288	ERR3337543	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3566288	ERR3337559	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3566288	ERR3468928	469	VT_104	UK	VT_198	UK
fastbaps_cluster_13	ERR3566288	ERR3468955	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3566288	ERR3524848	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3566288	ERR3566288	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3566288	ERR3566299	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3566288	ERR3566352	469	VT_104	UK	VT_198	UK
fastbaps_cluster_13	ERR3566288	ERR4022364	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3566288	ERR4022413	470	VT_104	UK	VT_198	UK
fastbaps_cluster_13	ERR3566288	ERR4022429	469	VT_104	UK	VT_198	UK
fastbaps_cluster_13	ERR3566288	ERR4022430	469	VT_104	UK	VT_198	UK
fastbaps_cluster_13	ERR3566288	ERR6057648	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3566288	ERR6057683	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3566299	23IE163_S2_L001	5	VT_104	UK	P02	Ireland
fastbaps_cluster_13	ERR3566299	23IE164_S3_L001	326	VT_104	UK	P14	Ireland
fastbaps_cluster_13	ERR3566299	23IE165_S4_L001	322	VT_104	UK	P14	Ireland
fastbaps_cluster_13	ERR3566299	23IE166_S5_L001	448	VT_104	UK	P15	Ireland
fastbaps_cluster_13	ERR3566299	23IE168_S7_L001	448	VT_104	UK	P15	Ireland
fastbaps_cluster_13	ERR3566299	23IE171_S10_L001	117	VT_104	UK	P06	Ireland
fastbaps_cluster_13	ERR3566299	23IE173_S12_L001	457	VT_104	UK	P13	Ireland
fastbaps_cluster_13	ERR3566299	23IE182_S21_L001	457	VT_104	UK	P13	Ireland
fastbaps_cluster_13	ERR3566299	23IE193_S32_L001	457	VT_104	UK	P13	Ireland
fastbaps_cluster_13	ERR3566299	ERR12861448	3676	VT_104	UK	Wetzstein_131	Germany
fastbaps_cluster_13	ERR3566299	ERR12861573	626	VT_104	UK	Wetzstein_157	Germany
fastbaps_cluster_13	ERR3566299	ERR12861611	630	VT_104	UK	Wetzstein_157	Germany
fastbaps_cluster_13	ERR3566299	ERR12861636	1228	VT_104	UK	Wetzstein_124	Germany
fastbaps_cluster_13	ERR3566299	ERR12861894	370	VT_104	UK	Wetzstein_007	Germany
fastbaps_cluster_13	ERR3566299	ERR12861904	369	VT_104	UK	Wetzstein_007	Germany
fastbaps_cluster_13	ERR3566299	ERR12861907	369	VT_104	UK	Wetzstein_007	Germany
fastbaps_cluster_13	ERR3566299	ERR3337469	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3566299	ERR3337543	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3566299	ERR3337559	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3566299	ERR3468928	469	VT_104	UK	VT_198	UK
fastbaps_cluster_13	ERR3566299	ERR3468955	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3566299	ERR3524848	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3566299	ERR3566288	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3566299	ERR3566299	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3566299	ERR3566352	469	VT_104	UK	VT_198	UK
fastbaps_cluster_13	ERR3566299	ERR4022364	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3566299	ERR4022413	470	VT_104	UK	VT_198	UK
fastbaps_cluster_13	ERR3566299	ERR4022429	469	VT_104	UK	VT_198	UK
fastbaps_cluster_13	ERR3566299	ERR4022430	469	VT_104	UK	VT_198	UK
fastbaps_cluster_13	ERR3566299	ERR6057648	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3566299	ERR6057683	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR3566352	23IE163_S2_L001	466	VT_198	UK	P02	Ireland
fastbaps_cluster_13	ERR3566352	23IE164_S3_L001	547	VT_198	UK	P14	Ireland
fastbaps_cluster_13	ERR3566352	23IE165_S4_L001	545	VT_198	UK	P14	Ireland
fastbaps_cluster_13	ERR3566352	23IE166_S5_L001	83	VT_198	UK	P15	Ireland
fastbaps_cluster_13	ERR3566352	23IE168_S7_L001	83	VT_198	UK	P15	Ireland
fastbaps_cluster_13	ERR3566352	23IE171_S10_L001	572	VT_198	UK	P06	Ireland
fastbaps_cluster_13	ERR3566352	23IE173_S12_L001	578	VT_198	UK	P13	Ireland
fastbaps_cluster_13	ERR3566352	23IE182_S21_L001	578	VT_198	UK	P13	Ireland
fastbaps_cluster_13	ERR3566352	23IE193_S32_L001	578	VT_198	UK	P13	Ireland
fastbaps_cluster_13	ERR3566352	ERR12861448	3819	VT_198	UK	Wetzstein_131	Germany
fastbaps_cluster_13	ERR3566352	ERR12861573	731	VT_198	UK	Wetzstein_157	Germany
fastbaps_cluster_13	ERR3566352	ERR12861611	735	VT_198	UK	Wetzstein_157	Germany
fastbaps_cluster_13	ERR3566352	ERR12861636	1318	VT_198	UK	Wetzstein_124	Germany
fastbaps_cluster_13	ERR3566352	ERR12861894	555	VT_198	UK	Wetzstein_007	Germany
fastbaps_cluster_13	ERR3566352	ERR12861904	554	VT_198	UK	Wetzstein_007	Germany
fastbaps_cluster_13	ERR3566352	ERR12861907	554	VT_198	UK	Wetzstein_007	Germany
fastbaps_cluster_13	ERR3566352	ERR3337469	469	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR3566352	ERR3337543	469	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR3566352	ERR3337559	469	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR3566352	ERR3468928	0	VT_198	UK	VT_198	UK
fastbaps_cluster_13	ERR3566352	ERR3468955	469	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR3566352	ERR3524848	469	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR3566352	ERR3566288	469	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR3566352	ERR3566299	469	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR3566352	ERR3566352	0	VT_198	UK	VT_198	UK
fastbaps_cluster_13	ERR3566352	ERR4022364	469	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR3566352	ERR4022413	1	VT_198	UK	VT_198	UK
fastbaps_cluster_13	ERR3566352	ERR4022429	0	VT_198	UK	VT_198	UK
fastbaps_cluster_13	ERR3566352	ERR4022430	0	VT_198	UK	VT_198	UK
fastbaps_cluster_13	ERR3566352	ERR6057648	469	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR3566352	ERR6057683	469	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR4022364	23IE163_S2_L001	5	VT_104	UK	P02	Ireland
fastbaps_cluster_13	ERR4022364	23IE164_S3_L001	326	VT_104	UK	P14	Ireland
fastbaps_cluster_13	ERR4022364	23IE165_S4_L001	322	VT_104	UK	P14	Ireland
fastbaps_cluster_13	ERR4022364	23IE166_S5_L001	448	VT_104	UK	P15	Ireland
fastbaps_cluster_13	ERR4022364	23IE168_S7_L001	448	VT_104	UK	P15	Ireland
fastbaps_cluster_13	ERR4022364	23IE171_S10_L001	117	VT_104	UK	P06	Ireland
fastbaps_cluster_13	ERR4022364	23IE173_S12_L001	457	VT_104	UK	P13	Ireland
fastbaps_cluster_13	ERR4022364	23IE182_S21_L001	457	VT_104	UK	P13	Ireland
fastbaps_cluster_13	ERR4022364	23IE193_S32_L001	457	VT_104	UK	P13	Ireland
fastbaps_cluster_13	ERR4022364	ERR12861448	3676	VT_104	UK	Wetzstein_131	Germany
fastbaps_cluster_13	ERR4022364	ERR12861573	626	VT_104	UK	Wetzstein_157	Germany
fastbaps_cluster_13	ERR4022364	ERR12861611	630	VT_104	UK	Wetzstein_157	Germany
fastbaps_cluster_13	ERR4022364	ERR12861636	1228	VT_104	UK	Wetzstein_124	Germany
fastbaps_cluster_13	ERR4022364	ERR12861894	370	VT_104	UK	Wetzstein_007	Germany
fastbaps_cluster_13	ERR4022364	ERR12861904	369	VT_104	UK	Wetzstein_007	Germany
fastbaps_cluster_13	ERR4022364	ERR12861907	369	VT_104	UK	Wetzstein_007	Germany
fastbaps_cluster_13	ERR4022364	ERR3337469	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR4022364	ERR3337543	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR4022364	ERR3337559	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR4022364	ERR3468928	469	VT_104	UK	VT_198	UK
fastbaps_cluster_13	ERR4022364	ERR3468955	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR4022364	ERR3524848	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR4022364	ERR3566288	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR4022364	ERR3566299	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR4022364	ERR3566352	469	VT_104	UK	VT_198	UK
fastbaps_cluster_13	ERR4022364	ERR4022364	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR4022364	ERR4022413	470	VT_104	UK	VT_198	UK
fastbaps_cluster_13	ERR4022364	ERR4022429	469	VT_104	UK	VT_198	UK
fastbaps_cluster_13	ERR4022364	ERR4022430	469	VT_104	UK	VT_198	UK
fastbaps_cluster_13	ERR4022364	ERR6057648	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR4022364	ERR6057683	0	VT_104	UK	VT_104	UK
fastbaps_cluster_13	ERR4022413	23IE163_S2_L001	467	VT_198	UK	P02	Ireland
fastbaps_cluster_13	ERR4022413	23IE164_S3_L001	548	VT_198	UK	P14	Ireland
fastbaps_cluster_13	ERR4022413	23IE165_S4_L001	546	VT_198	UK	P14	Ireland
fastbaps_cluster_13	ERR4022413	23IE166_S5_L001	84	VT_198	UK	P15	Ireland
fastbaps_cluster_13	ERR4022413	23IE168_S7_L001	84	VT_198	UK	P15	Ireland
fastbaps_cluster_13	ERR4022413	23IE171_S10_L001	573	VT_198	UK	P06	Ireland
fastbaps_cluster_13	ERR4022413	23IE173_S12_L001	579	VT_198	UK	P13	Ireland
fastbaps_cluster_13	ERR4022413	23IE182_S21_L001	579	VT_198	UK	P13	Ireland
fastbaps_cluster_13	ERR4022413	23IE193_S32_L001	579	VT_198	UK	P13	Ireland
fastbaps_cluster_13	ERR4022413	ERR12861448	3820	VT_198	UK	Wetzstein_131	Germany
fastbaps_cluster_13	ERR4022413	ERR12861573	732	VT_198	UK	Wetzstein_157	Germany
fastbaps_cluster_13	ERR4022413	ERR12861611	736	VT_198	UK	Wetzstein_157	Germany
fastbaps_cluster_13	ERR4022413	ERR12861636	1319	VT_198	UK	Wetzstein_124	Germany
fastbaps_cluster_13	ERR4022413	ERR12861894	556	VT_198	UK	Wetzstein_007	Germany
fastbaps_cluster_13	ERR4022413	ERR12861904	555	VT_198	UK	Wetzstein_007	Germany
fastbaps_cluster_13	ERR4022413	ERR12861907	555	VT_198	UK	Wetzstein_007	Germany
fastbaps_cluster_13	ERR4022413	ERR3337469	470	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR4022413	ERR3337543	470	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR4022413	ERR3337559	470	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR4022413	ERR3468928	1	VT_198	UK	VT_198	UK
fastbaps_cluster_13	ERR4022413	ERR3468955	470	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR4022413	ERR3524848	470	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR4022413	ERR3566288	470	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR4022413	ERR3566299	470	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR4022413	ERR3566352	1	VT_198	UK	VT_198	UK
fastbaps_cluster_13	ERR4022413	ERR4022364	470	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR4022413	ERR4022413	0	VT_198	UK	VT_198	UK
fastbaps_cluster_13	ERR4022413	ERR4022429	1	VT_198	UK	VT_198	UK
fastbaps_cluster_13	ERR4022413	ERR4022430	1	VT_198	UK	VT_198	UK
fastbaps_cluster_13	ERR4022413	ERR6057648	470	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR4022413	ERR6057683	470	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR4022429	23IE163_S2_L001	466	VT_198	UK	P02	Ireland
fastbaps_cluster_13	ERR4022429	23IE164_S3_L001	547	VT_198	UK	P14	Ireland
fastbaps_cluster_13	ERR4022429	23IE165_S4_L001	545	VT_198	UK	P14	Ireland
fastbaps_cluster_13	ERR4022429	23IE166_S5_L001	83	VT_198	UK	P15	Ireland
fastbaps_cluster_13	ERR4022429	23IE168_S7_L001	83	VT_198	UK	P15	Ireland
fastbaps_cluster_13	ERR4022429	23IE171_S10_L001	572	VT_198	UK	P06	Ireland
fastbaps_cluster_13	ERR4022429	23IE173_S12_L001	578	VT_198	UK	P13	Ireland
fastbaps_cluster_13	ERR4022429	23IE182_S21_L001	578	VT_198	UK	P13	Ireland
fastbaps_cluster_13	ERR4022429	23IE193_S32_L001	578	VT_198	UK	P13	Ireland
fastbaps_cluster_13	ERR4022429	ERR12861448	3819	VT_198	UK	Wetzstein_131	Germany
fastbaps_cluster_13	ERR4022429	ERR12861573	731	VT_198	UK	Wetzstein_157	Germany
fastbaps_cluster_13	ERR4022429	ERR12861611	735	VT_198	UK	Wetzstein_157	Germany
fastbaps_cluster_13	ERR4022429	ERR12861636	1318	VT_198	UK	Wetzstein_124	Germany
fastbaps_cluster_13	ERR4022429	ERR12861894	555	VT_198	UK	Wetzstein_007	Germany
fastbaps_cluster_13	ERR4022429	ERR12861904	554	VT_198	UK	Wetzstein_007	Germany
fastbaps_cluster_13	ERR4022429	ERR12861907	554	VT_198	UK	Wetzstein_007	Germany
fastbaps_cluster_13	ERR4022429	ERR3337469	469	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR4022429	ERR3337543	469	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR4022429	ERR3337559	469	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR4022429	ERR3468928	0	VT_198	UK	VT_198	UK
fastbaps_cluster_13	ERR4022429	ERR3468955	469	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR4022429	ERR3524848	469	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR4022429	ERR3566288	469	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR4022429	ERR3566299	469	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR4022429	ERR3566352	0	VT_198	UK	VT_198	UK
fastbaps_cluster_13	ERR4022429	ERR4022364	469	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR4022429	ERR4022413	1	VT_198	UK	VT_198	UK
fastbaps_cluster_13	ERR4022429	ERR4022429	0	VT_198	UK	VT_198	UK
fastbaps_cluster_13	ERR4022429	ERR4022430	0	VT_198	UK	VT_198	UK
fastbaps_cluster_13	ERR4022429	ERR6057648	469	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR4022429	ERR6057683	469	VT_198	UK	VT_104	UK
fastbaps_cluster_13	ERR4022430	23IE163_S2_L001	466	VT_198	UK	P02	Ireland
fastbaps_cluster_13	ERR4022430	23IE164_S3_L001	547	VT_198	UK	P14	Ireland
fastbaps_cluster_13	ERR4022430	23IE165_S4_L001	545	VT_198	UK	P14	Ireland
fastbaps_cluster_13	ERR4022430	23IE166_S5_L001	83	VT_198	UK	P15	Ireland
fastbaps_cluster_13	ERR4022430	23IE168_S7_L001	83	VT_198	UK	P15	Ireland
fastbaps_cluster_13	ERR4022430	23IE171_S10_L001	572	VT_198	UK	P06	Ireland
fastbaps_cluster_13	ERR4022430	23IE173_S12_L001	578	VT_198	UK	P13	Ireland
fastbaps_cluster_13	ERR4022430	23IE182_S21_L001	578	VT_198	UK	P13	Ireland
fastbaps_cluster_13	ERR4022430	23IE193_S32_L001	578	VT_198	UK	P13	Ireland
fastbaps_cluster_13	ERR4022430	ERR12861448	3819	VT_198	UK	Wetzstein_131	Germany
fastbaps_cluster_13	ERR4022430	ERR12861573	731	VT_198	UK	Wetzstein_157	Germany
fastbaps_cluster_13	ERR4022430	ERR12861611	735	VT_198	UK	Wetzstein_157	Germany
fastbaps_cluster_13	ERR4022430	ERR12861636	1318	VT_198	UK	Wetzstein_124	Germany
fastbaps_cluster_13	ERR4022430	ERR12861894	555	VT_198	UK	Wetzstein_007	Germany
fastbaps_cluster_13	ERR4022430	ERR12861904	554	VT_198	UK	Wetzstein_007	Germany
