gene.id	gene.name	cds.id	chr	chr.coding.start	chr.coding.end	cds.start	cds.end	length	strand
IMFOIEKC_03437:guaD	IMFOIEKC_03437:guaD	IMFOIEKC_03437:guaD	gnl|X|IMFOIEKC_1	3703258	3703791	1	534	534	1
IMFOIEKC_03438:kmtR	IMFOIEKC_03438:kmtR	IMFOIEKC_03438:kmtR	gnl|X|IMFOIEKC_1	3703904	3704236	1	333	333	1
IMFOIEKC_03439:IMFOIEKC_03439	IMFOIEKC_03439:IMFOIEKC_03439	IMFOIEKC_03439:IMFOIEKC_03439	gnl|X|IMFOIEKC_1	3704291	3704494	1	204	204	1
IMFOIEKC_03440:IMFOIEKC_03440	IMFOIEKC_03440:IMFOIEKC_03440	IMFOIEKC_03440:IMFOIEKC_03440	gnl|X|IMFOIEKC_1	3704511	3705584	1	1074	1074	-1
IMFOIEKC_03441:IMFOIEKC_03441	IMFOIEKC_03441:IMFOIEKC_03441	IMFOIEKC_03441:IMFOIEKC_03441	gnl|X|IMFOIEKC_1	3705653	3706267	1	615	615	1
IMFOIEKC_03442:desA1_2	IMFOIEKC_03442:desA1_2	IMFOIEKC_03442:desA1_2	gnl|X|IMFOIEKC_1	3706452	3707474	1	1023	1023	1
IMFOIEKC_03443:dus	IMFOIEKC_03443:dus	IMFOIEKC_03443:dus	gnl|X|IMFOIEKC_1	3707481	3708614	1	1134	1134	1
IMFOIEKC_03444:tagU_1	IMFOIEKC_03444:tagU_1	IMFOIEKC_03444:tagU_1	gnl|X|IMFOIEKC_1	3708820	3710916	1	2097	2097	1
IMFOIEKC_03445:phoU2_2	IMFOIEKC_03445:phoU2_2	IMFOIEKC_03445:phoU2_2	gnl|X|IMFOIEKC_1	3710975	3711643	1	669	669	1
IMFOIEKC_03446:pstB1	IMFOIEKC_03446:pstB1	IMFOIEKC_03446:pstB1	gnl|X|IMFOIEKC_1	3711716	3712492	1	777	777	-1
IMFOIEKC_03447:pstA1_2	IMFOIEKC_03447:pstA1_2	IMFOIEKC_03447:pstA1_2	gnl|X|IMFOIEKC_1	3712505	3713419	1	915	915	-1
IMFOIEKC_03448:pstC2_2	IMFOIEKC_03448:pstC2_2	IMFOIEKC_03448:pstC2_2	gnl|X|IMFOIEKC_1	3713416	3714459	1	1044	1044	-1
IMFOIEKC_03449:pstS3_2	IMFOIEKC_03449:pstS3_2	IMFOIEKC_03449:pstS3_2	gnl|X|IMFOIEKC_1	3714511	3715635	1	1125	1125	-1
IMFOIEKC_03450:mshD	IMFOIEKC_03450:mshD	IMFOIEKC_03450:mshD	gnl|X|IMFOIEKC_1	3715798	3716748	1	951	951	-1
IMFOIEKC_03451:IMFOIEKC_03451	IMFOIEKC_03451:IMFOIEKC_03451	IMFOIEKC_03451:IMFOIEKC_03451	gnl|X|IMFOIEKC_1	3716745	3717527	1	783	783	-1
IMFOIEKC_03452:IMFOIEKC_03452	IMFOIEKC_03452:IMFOIEKC_03452	IMFOIEKC_03452:IMFOIEKC_03452	gnl|X|IMFOIEKC_1	3717696	3718508	1	813	813	1
IMFOIEKC_03453:IMFOIEKC_03453	IMFOIEKC_03453:IMFOIEKC_03453	IMFOIEKC_03453:IMFOIEKC_03453	gnl|X|IMFOIEKC_1	3718505	3718924	1	420	420	1
IMFOIEKC_03454:IMFOIEKC_03454	IMFOIEKC_03454:IMFOIEKC_03454	IMFOIEKC_03454:IMFOIEKC_03454	gnl|X|IMFOIEKC_1	3719147	3719617	1	471	471	1
IMFOIEKC_03455:cysA1	IMFOIEKC_03455:cysA1	IMFOIEKC_03455:cysA1	gnl|X|IMFOIEKC_1	3719654	3720487	1	834	834	1
IMFOIEKC_03456:sseC2	IMFOIEKC_03456:sseC2	IMFOIEKC_03456:sseC2	gnl|X|IMFOIEKC_1	3720489	3720791	1	303	303	1
IMFOIEKC_03457:IMFOIEKC_03457	IMFOIEKC_03457:IMFOIEKC_03457	IMFOIEKC_03457:IMFOIEKC_03457	gnl|X|IMFOIEKC_1	3720842	3720940	1	99	99	1
IMFOIEKC_03458:IMFOIEKC_03458	IMFOIEKC_03458:IMFOIEKC_03458	IMFOIEKC_03458:IMFOIEKC_03458	gnl|X|IMFOIEKC_1	3720937	3721599	1	663	663	1
IMFOIEKC_03459:IMFOIEKC_03459	IMFOIEKC_03459:IMFOIEKC_03459	IMFOIEKC_03459:IMFOIEKC_03459	gnl|X|IMFOIEKC_1	3721871	3722758	1	888	888	-1
IMFOIEKC_03460:gcvT_2	IMFOIEKC_03460:gcvT_2	IMFOIEKC_03460:gcvT_2	gnl|X|IMFOIEKC_1	3722851	3723945	1	1095	1095	1
IMFOIEKC_03461:IMFOIEKC_03461	IMFOIEKC_03461:IMFOIEKC_03461	IMFOIEKC_03461:IMFOIEKC_03461	gnl|X|IMFOIEKC_1	3724092	3724277	1	186	186	1
IMFOIEKC_03462:purM	IMFOIEKC_03462:purM	IMFOIEKC_03462:purM	gnl|X|IMFOIEKC_1	3724357	3725451	1	1095	1095	-1
IMFOIEKC_03463:purF	IMFOIEKC_03463:purF	IMFOIEKC_03463:purF	gnl|X|IMFOIEKC_1	3725512	3727038	1	1527	1527	-1
IMFOIEKC_03464:IMFOIEKC_03464	IMFOIEKC_03464:IMFOIEKC_03464	IMFOIEKC_03464:IMFOIEKC_03464	gnl|X|IMFOIEKC_1	3727176	3727565	1	390	390	-1
IMFOIEKC_03465:IMFOIEKC_03465	IMFOIEKC_03465:IMFOIEKC_03465	IMFOIEKC_03465:IMFOIEKC_03465	gnl|X|IMFOIEKC_1	3727578	3728228	1	651	651	-1
IMFOIEKC_03466:purL	IMFOIEKC_03466:purL	IMFOIEKC_03466:purL	gnl|X|IMFOIEKC_1	3728248	3730566	1	2319	2319	-1
IMFOIEKC_03467:IMFOIEKC_03467	IMFOIEKC_03467:IMFOIEKC_03467	IMFOIEKC_03467:IMFOIEKC_03467	gnl|X|IMFOIEKC_1	3730674	3730895	1	222	222	1
IMFOIEKC_03468:IMFOIEKC_03468	IMFOIEKC_03468:IMFOIEKC_03468	IMFOIEKC_03468:IMFOIEKC_03468	gnl|X|IMFOIEKC_1	3730896	3731243	1	348	348	-1
IMFOIEKC_03469:apeB	IMFOIEKC_03469:apeB	IMFOIEKC_03469:apeB	gnl|X|IMFOIEKC_1	3731263	3732573	1	1311	1311	-1
IMFOIEKC_03470:IMFOIEKC_03470	IMFOIEKC_03470:IMFOIEKC_03470	IMFOIEKC_03470:IMFOIEKC_03470	gnl|X|IMFOIEKC_1	3732614	3733651	1	1038	1038	1
IMFOIEKC_03471:IMFOIEKC_03471	IMFOIEKC_03471:IMFOIEKC_03471	IMFOIEKC_03471:IMFOIEKC_03471	gnl|X|IMFOIEKC_1	3733657	3734862	1	1206	1206	-1
IMFOIEKC_03472:lin	IMFOIEKC_03472:lin	IMFOIEKC_03472:lin	gnl|X|IMFOIEKC_1	3735093	3735890	1	798	798	1
IMFOIEKC_03473:IMFOIEKC_03473	IMFOIEKC_03473:IMFOIEKC_03473	IMFOIEKC_03473:IMFOIEKC_03473	gnl|X|IMFOIEKC_1	3735897	3736364	1	468	468	1
IMFOIEKC_03474:nagR_2	IMFOIEKC_03474:nagR_2	IMFOIEKC_03474:nagR_2	gnl|X|IMFOIEKC_1	3736486	3737307	1	822	822	1
IMFOIEKC_03475:IMFOIEKC_03475	IMFOIEKC_03475:IMFOIEKC_03475	IMFOIEKC_03475:IMFOIEKC_03475	gnl|X|IMFOIEKC_1	3737335	3737853	1	519	519	1
IMFOIEKC_03476:purQ	IMFOIEKC_03476:purQ	IMFOIEKC_03476:purQ	gnl|X|IMFOIEKC_1	3737865	3738539	1	675	675	-1
IMFOIEKC_03477:purS	IMFOIEKC_03477:purS	IMFOIEKC_03477:purS	gnl|X|IMFOIEKC_1	3738536	3738775	1	240	240	-1
IMFOIEKC_03478:IMFOIEKC_03478	IMFOIEKC_03478:IMFOIEKC_03478	IMFOIEKC_03478:IMFOIEKC_03478	gnl|X|IMFOIEKC_1	3738838	3739572	1	735	735	-1
IMFOIEKC_03479:IMFOIEKC_03479	IMFOIEKC_03479:IMFOIEKC_03479	IMFOIEKC_03479:IMFOIEKC_03479	gnl|X|IMFOIEKC_1	3739606	3740187	1	582	582	1
IMFOIEKC_03480:IMFOIEKC_03480	IMFOIEKC_03480:IMFOIEKC_03480	IMFOIEKC_03480:IMFOIEKC_03480	gnl|X|IMFOIEKC_1	3740199	3741866	1	1668	1668	-1
IMFOIEKC_03481:IMFOIEKC_03481	IMFOIEKC_03481:IMFOIEKC_03481	IMFOIEKC_03481:IMFOIEKC_03481	gnl|X|IMFOIEKC_1	3741912	3742616	1	705	705	-1
IMFOIEKC_03482:mdtD_4	IMFOIEKC_03482:mdtD_4	IMFOIEKC_03482:mdtD_4	gnl|X|IMFOIEKC_1	3742678	3744360	1	1683	1683	1
IMFOIEKC_03483:mdtD_5	IMFOIEKC_03483:mdtD_5	IMFOIEKC_03483:mdtD_5	gnl|X|IMFOIEKC_1	3744480	3746093	1	1614	1614	1
IMFOIEKC_03484:IMFOIEKC_03484	IMFOIEKC_03484:IMFOIEKC_03484	IMFOIEKC_03484:IMFOIEKC_03484	gnl|X|IMFOIEKC_1	3746099	3746662	1	564	564	-1
IMFOIEKC_03485:IMFOIEKC_03485	IMFOIEKC_03485:IMFOIEKC_03485	IMFOIEKC_03485:IMFOIEKC_03485	gnl|X|IMFOIEKC_1	3746759	3747205	1	447	447	1
IMFOIEKC_03486:dapb1	IMFOIEKC_03486:dapb1	IMFOIEKC_03486:dapb1	gnl|X|IMFOIEKC_1	3747134	3749296	1	2163	2163	-1
IMFOIEKC_03487:purC	IMFOIEKC_03487:purC	IMFOIEKC_03487:purC	gnl|X|IMFOIEKC_1	3749293	3750183	1	891	891	-1
IMFOIEKC_03488:IMFOIEKC_03488	IMFOIEKC_03488:IMFOIEKC_03488	IMFOIEKC_03488:IMFOIEKC_03488	gnl|X|IMFOIEKC_1	3750236	3750856	1	621	621	1
IMFOIEKC_03489:IMFOIEKC_03489	IMFOIEKC_03489:IMFOIEKC_03489	IMFOIEKC_03489:IMFOIEKC_03489	gnl|X|IMFOIEKC_1	3750895	3752142	1	1248	1248	-1
IMFOIEKC_03490:purB	IMFOIEKC_03490:purB	IMFOIEKC_03490:purB	gnl|X|IMFOIEKC_1	3752139	3753563	1	1425	1425	-1
IMFOIEKC_03491:IMFOIEKC_03491	IMFOIEKC_03491:IMFOIEKC_03491	IMFOIEKC_03491:IMFOIEKC_03491	gnl|X|IMFOIEKC_1	3753661	3754452	1	792	792	1
IMFOIEKC_03492:IMFOIEKC_03492	IMFOIEKC_03492:IMFOIEKC_03492	IMFOIEKC_03492:IMFOIEKC_03492	gnl|X|IMFOIEKC_1	3754406	3754975	1	570	570	-1
IMFOIEKC_03493:IMFOIEKC_03493	IMFOIEKC_03493:IMFOIEKC_03493	IMFOIEKC_03493:IMFOIEKC_03493	gnl|X|IMFOIEKC_1	3755135	3756340	1	1206	1206	-1
IMFOIEKC_03494:katE	IMFOIEKC_03494:katE	IMFOIEKC_03494:katE	gnl|X|IMFOIEKC_1	3756571	3758691	1	2121	2121	1
IMFOIEKC_03495:IMFOIEKC_03495	IMFOIEKC_03495:IMFOIEKC_03495	IMFOIEKC_03495:IMFOIEKC_03495	gnl|X|IMFOIEKC_1	3758781	3759038	1	258	258	1
IMFOIEKC_03496:IMFOIEKC_03496	IMFOIEKC_03496:IMFOIEKC_03496	IMFOIEKC_03496:IMFOIEKC_03496	gnl|X|IMFOIEKC_1	3759043	3759618	1	576	576	-1
IMFOIEKC_03497:IMFOIEKC_03497	IMFOIEKC_03497:IMFOIEKC_03497	IMFOIEKC_03497:IMFOIEKC_03497	gnl|X|IMFOIEKC_1	3759933	3760886	1	954	954	1
IMFOIEKC_03498:mshB_2	IMFOIEKC_03498:mshB_2	IMFOIEKC_03498:mshB_2	gnl|X|IMFOIEKC_1	3760883	3761650	1	768	768	1
IMFOIEKC_03499:IMFOIEKC_03499	IMFOIEKC_03499:IMFOIEKC_03499	IMFOIEKC_03499:IMFOIEKC_03499	gnl|X|IMFOIEKC_1	3761713	3762477	1	765	765	1
IMFOIEKC_03500:IMFOIEKC_03500	IMFOIEKC_03500:IMFOIEKC_03500	IMFOIEKC_03500:IMFOIEKC_03500	gnl|X|IMFOIEKC_1	3762441	3762752	1	312	312	-1
IMFOIEKC_03501:IMFOIEKC_03501	IMFOIEKC_03501:IMFOIEKC_03501	IMFOIEKC_03501:IMFOIEKC_03501	gnl|X|IMFOIEKC_1	3762889	3763125	1	237	237	-1
IMFOIEKC_03502:IMFOIEKC_03502	IMFOIEKC_03502:IMFOIEKC_03502	IMFOIEKC_03502:IMFOIEKC_03502	gnl|X|IMFOIEKC_1	3763352	3764188	1	837	837	1
IMFOIEKC_03503:IMFOIEKC_03503	IMFOIEKC_03503:IMFOIEKC_03503	IMFOIEKC_03503:IMFOIEKC_03503	gnl|X|IMFOIEKC_1	3764421	3764819	1	399	399	1
IMFOIEKC_03504:IMFOIEKC_03504	IMFOIEKC_03504:IMFOIEKC_03504	IMFOIEKC_03504:IMFOIEKC_03504	gnl|X|IMFOIEKC_1	3764993	3766048	1	1056	1056	1
IMFOIEKC_03505:IMFOIEKC_03505	IMFOIEKC_03505:IMFOIEKC_03505	IMFOIEKC_03505:IMFOIEKC_03505	gnl|X|IMFOIEKC_1	3766334	3767302	1	969	969	1
IMFOIEKC_03506:mshA_6	IMFOIEKC_03506:mshA_6	IMFOIEKC_03506:mshA_6	gnl|X|IMFOIEKC_1	3767320	3768540	1	1221	1221	1
IMFOIEKC_03507:IMFOIEKC_03507	IMFOIEKC_03507:IMFOIEKC_03507	IMFOIEKC_03507:IMFOIEKC_03507	gnl|X|IMFOIEKC_1	3768550	3769422	1	873	873	-1
IMFOIEKC_03508:strE	IMFOIEKC_03508:strE	IMFOIEKC_03508:strE	gnl|X|IMFOIEKC_1	3769496	3770497	1	1002	1002	1
IMFOIEKC_03509:novN	IMFOIEKC_03509:novN	IMFOIEKC_03509:novN	gnl|X|IMFOIEKC_1	3770509	3772149	1	1641	1641	1
IMFOIEKC_03510:gph	IMFOIEKC_03510:gph	IMFOIEKC_03510:gph	gnl|X|IMFOIEKC_1	3772146	3773636	1	1491	1491	1
IMFOIEKC_03511:IMFOIEKC_03511	IMFOIEKC_03511:IMFOIEKC_03511	IMFOIEKC_03511:IMFOIEKC_03511	gnl|X|IMFOIEKC_1	3773633	3774664	1	1032	1032	1
IMFOIEKC_03512:gmhA_2	IMFOIEKC_03512:gmhA_2	IMFOIEKC_03512:gmhA_2	gnl|X|IMFOIEKC_1	3774661	3775230	1	570	570	1
IMFOIEKC_03513:hldE	IMFOIEKC_03513:hldE	IMFOIEKC_03513:hldE	gnl|X|IMFOIEKC_1	3775227	3776636	1	1410	1410	1
IMFOIEKC_03514:bacC_7	IMFOIEKC_03514:bacC_7	IMFOIEKC_03514:bacC_7	gnl|X|IMFOIEKC_1	3776651	3777346	1	696	696	1
IMFOIEKC_03515:IMFOIEKC_03515	IMFOIEKC_03515:IMFOIEKC_03515	IMFOIEKC_03515:IMFOIEKC_03515	gnl|X|IMFOIEKC_1	3777337	3778302	1	966	966	1
IMFOIEKC_03516:rkpK_1	IMFOIEKC_03516:rkpK_1	IMFOIEKC_03516:rkpK_1	gnl|X|IMFOIEKC_1	3778299	3779603	1	1305	1305	1
IMFOIEKC_03517:ydaP	IMFOIEKC_03517:ydaP	IMFOIEKC_03517:ydaP	gnl|X|IMFOIEKC_1	3779831	3781624	1	1794	1794	1
IMFOIEKC_03518:tmung	IMFOIEKC_03518:tmung	IMFOIEKC_03518:tmung	gnl|X|IMFOIEKC_1	3781635	3782300	1	666	666	-1
IMFOIEKC_03519:IMFOIEKC_03519	IMFOIEKC_03519:IMFOIEKC_03519	IMFOIEKC_03519:IMFOIEKC_03519	gnl|X|IMFOIEKC_1	3782365	3782925	1	561	561	-1
IMFOIEKC_03520:IMFOIEKC_03520	IMFOIEKC_03520:IMFOIEKC_03520	IMFOIEKC_03520:IMFOIEKC_03520	gnl|X|IMFOIEKC_1	3783068	3784138	1	1071	1071	1
IMFOIEKC_03521:IMFOIEKC_03521	IMFOIEKC_03521:IMFOIEKC_03521	IMFOIEKC_03521:IMFOIEKC_03521	gnl|X|IMFOIEKC_1	3784221	3785222	1	1002	1002	1
IMFOIEKC_03522:IMFOIEKC_03522	IMFOIEKC_03522:IMFOIEKC_03522	IMFOIEKC_03522:IMFOIEKC_03522	gnl|X|IMFOIEKC_1	3785255	3786229	1	975	975	1
IMFOIEKC_03523:IMFOIEKC_03523	IMFOIEKC_03523:IMFOIEKC_03523	IMFOIEKC_03523:IMFOIEKC_03523	gnl|X|IMFOIEKC_1	3786248	3787027	1	780	780	-1
IMFOIEKC_03524:glgX_2	IMFOIEKC_03524:glgX_2	IMFOIEKC_03524:glgX_2	gnl|X|IMFOIEKC_1	3787120	3789270	1	2151	2151	-1
IMFOIEKC_03525:IMFOIEKC_03525	IMFOIEKC_03525:IMFOIEKC_03525	IMFOIEKC_03525:IMFOIEKC_03525	gnl|X|IMFOIEKC_1	3789364	3790545	1	1182	1182	-1
IMFOIEKC_03526:IMFOIEKC_03526	IMFOIEKC_03526:IMFOIEKC_03526	IMFOIEKC_03526:IMFOIEKC_03526	gnl|X|IMFOIEKC_1	3790713	3791144	1	432	432	-1
IMFOIEKC_03527:IMFOIEKC_03527	IMFOIEKC_03527:IMFOIEKC_03527	IMFOIEKC_03527:IMFOIEKC_03527	gnl|X|IMFOIEKC_1	3791226	3791387	1	162	162	1
IMFOIEKC_03528:ndbB	IMFOIEKC_03528:ndbB	IMFOIEKC_03528:ndbB	gnl|X|IMFOIEKC_1	3791748	3793052	1	1305	1305	1
IMFOIEKC_03529:IMFOIEKC_03529	IMFOIEKC_03529:IMFOIEKC_03529	IMFOIEKC_03529:IMFOIEKC_03529	gnl|X|IMFOIEKC_1	3793065	3793601	1	537	537	-1
IMFOIEKC_03530:IMFOIEKC_03530	IMFOIEKC_03530:IMFOIEKC_03530	IMFOIEKC_03530:IMFOIEKC_03530	gnl|X|IMFOIEKC_1	3793676	3794038	1	363	363	-1
IMFOIEKC_03531:IMFOIEKC_03531	IMFOIEKC_03531:IMFOIEKC_03531	IMFOIEKC_03531:IMFOIEKC_03531	gnl|X|IMFOIEKC_1	3794190	3794633	1	444	444	1
IMFOIEKC_03532:IMFOIEKC_03532	IMFOIEKC_03532:IMFOIEKC_03532	IMFOIEKC_03532:IMFOIEKC_03532	gnl|X|IMFOIEKC_1	3794759	3795442	1	684	684	1
IMFOIEKC_03533:devS	IMFOIEKC_03533:devS	IMFOIEKC_03533:devS	gnl|X|IMFOIEKC_1	3795470	3797125	1	1656	1656	-1
IMFOIEKC_03534:devR	IMFOIEKC_03534:devR	IMFOIEKC_03534:devR	gnl|X|IMFOIEKC_1	3797122	3797790	1	669	669	-1
IMFOIEKC_03535:IMFOIEKC_03535	IMFOIEKC_03535:IMFOIEKC_03535	IMFOIEKC_03535:IMFOIEKC_03535	gnl|X|IMFOIEKC_1	3798004	3798420	1	417	417	1
IMFOIEKC_03536:IMFOIEKC_03536	IMFOIEKC_03536:IMFOIEKC_03536	IMFOIEKC_03536:IMFOIEKC_03536	gnl|X|IMFOIEKC_1	3798421	3799395	1	975	975	-1
IMFOIEKC_03537:IMFOIEKC_03537	IMFOIEKC_03537:IMFOIEKC_03537	IMFOIEKC_03537:IMFOIEKC_03537	gnl|X|IMFOIEKC_1	3799538	3799684	1	147	147	1
IMFOIEKC_03538:IMFOIEKC_03538	IMFOIEKC_03538:IMFOIEKC_03538	IMFOIEKC_03538:IMFOIEKC_03538	gnl|X|IMFOIEKC_1	3799685	3800698	1	1014	1014	1
IMFOIEKC_03539:IMFOIEKC_03539	IMFOIEKC_03539:IMFOIEKC_03539	IMFOIEKC_03539:IMFOIEKC_03539	gnl|X|IMFOIEKC_1	3800688	3800855	1	168	168	1
IMFOIEKC_03540:narL_2	IMFOIEKC_03540:narL_2	IMFOIEKC_03540:narL_2	gnl|X|IMFOIEKC_1	3800855	3801349	1	495	495	1
IMFOIEKC_03541:IMFOIEKC_03541	IMFOIEKC_03541:IMFOIEKC_03541	IMFOIEKC_03541:IMFOIEKC_03541	gnl|X|IMFOIEKC_1	3801313	3802647	1	1335	1335	-1
IMFOIEKC_03542:IMFOIEKC_03542	IMFOIEKC_03542:IMFOIEKC_03542	IMFOIEKC_03542:IMFOIEKC_03542	gnl|X|IMFOIEKC_1	3802778	3803068	1	291	291	-1
IMFOIEKC_03543:IMFOIEKC_03543	IMFOIEKC_03543:IMFOIEKC_03543	IMFOIEKC_03543:IMFOIEKC_03543	gnl|X|IMFOIEKC_1	3803114	3804397	1	1284	1284	-1
IMFOIEKC_03544:IMFOIEKC_03544	IMFOIEKC_03544:IMFOIEKC_03544	IMFOIEKC_03544:IMFOIEKC_03544	gnl|X|IMFOIEKC_1	3804491	3805546	1	1056	1056	1
IMFOIEKC_03545:IMFOIEKC_03545	IMFOIEKC_03545:IMFOIEKC_03545	IMFOIEKC_03545:IMFOIEKC_03545	gnl|X|IMFOIEKC_1	3805593	3806771	1	1179	1179	-1
IMFOIEKC_03546:ophA1_2	IMFOIEKC_03546:ophA1_2	IMFOIEKC_03546:ophA1_2	gnl|X|IMFOIEKC_1	3806817	3807893	1	1077	1077	-1
IMFOIEKC_03547:ephD_5	IMFOIEKC_03547:ephD_5	IMFOIEKC_03547:ephD_5	gnl|X|IMFOIEKC_1	3807902	3808831	1	930	930	-1
IMFOIEKC_03548:IMFOIEKC_03548	IMFOIEKC_03548:IMFOIEKC_03548	IMFOIEKC_03548:IMFOIEKC_03548	gnl|X|IMFOIEKC_1	3808834	3809742	1	909	909	-1
IMFOIEKC_03549:menE_4	IMFOIEKC_03549:menE_4	IMFOIEKC_03549:menE_4	gnl|X|IMFOIEKC_1	3809773	3813024	1	3252	3252	-1
IMFOIEKC_03550:IMFOIEKC_03550	IMFOIEKC_03550:IMFOIEKC_03550	IMFOIEKC_03550:IMFOIEKC_03550	gnl|X|IMFOIEKC_1	3813497	3814528	1	1032	1032	-1
IMFOIEKC_03551:IMFOIEKC_03551	IMFOIEKC_03551:IMFOIEKC_03551	IMFOIEKC_03551:IMFOIEKC_03551	gnl|X|IMFOIEKC_1	3814715	3815596	1	882	882	1
IMFOIEKC_03552:IMFOIEKC_03552	IMFOIEKC_03552:IMFOIEKC_03552	IMFOIEKC_03552:IMFOIEKC_03552	gnl|X|IMFOIEKC_1	3815709	3816626	1	918	918	1
IMFOIEKC_03553:IMFOIEKC_03553	IMFOIEKC_03553:IMFOIEKC_03553	IMFOIEKC_03553:IMFOIEKC_03553	gnl|X|IMFOIEKC_1	3816631	3817791	1	1161	1161	-1
IMFOIEKC_03554:IMFOIEKC_03554	IMFOIEKC_03554:IMFOIEKC_03554	IMFOIEKC_03554:IMFOIEKC_03554	gnl|X|IMFOIEKC_1	3818189	3819136	1	948	948	1
IMFOIEKC_03555:IMFOIEKC_03555	IMFOIEKC_03555:IMFOIEKC_03555	IMFOIEKC_03555:IMFOIEKC_03555	gnl|X|IMFOIEKC_1	3819188	3819724	1	537	537	1
IMFOIEKC_03556:btuE	IMFOIEKC_03556:btuE	IMFOIEKC_03556:btuE	gnl|X|IMFOIEKC_1	3819754	3820236	1	483	483	1
IMFOIEKC_03557:IMFOIEKC_03557	IMFOIEKC_03557:IMFOIEKC_03557	IMFOIEKC_03557:IMFOIEKC_03557	gnl|X|IMFOIEKC_1	3820261	3821037	1	777	777	-1
IMFOIEKC_03558:IMFOIEKC_03558	IMFOIEKC_03558:IMFOIEKC_03558	IMFOIEKC_03558:IMFOIEKC_03558	gnl|X|IMFOIEKC_1	3821511	3822872	1	1362	1362	-1
IMFOIEKC_03559:IMFOIEKC_03559	IMFOIEKC_03559:IMFOIEKC_03559	IMFOIEKC_03559:IMFOIEKC_03559	gnl|X|IMFOIEKC_1	3823775	3823909	1	135	135	-1
IMFOIEKC_03560:IMFOIEKC_03560	IMFOIEKC_03560:IMFOIEKC_03560	IMFOIEKC_03560:IMFOIEKC_03560	gnl|X|IMFOIEKC_1	3824272	3824832	1	561	561	1
IMFOIEKC_03561:IMFOIEKC_03561	IMFOIEKC_03561:IMFOIEKC_03561	IMFOIEKC_03561:IMFOIEKC_03561	gnl|X|IMFOIEKC_1	3824850	3825686	1	837	837	-1
IMFOIEKC_03563:IMFOIEKC_03563	IMFOIEKC_03563:IMFOIEKC_03563	IMFOIEKC_03563:IMFOIEKC_03563	gnl|X|IMFOIEKC_1	3826088	3829069	1	2982	2982	-1
IMFOIEKC_03564:ylbL	IMFOIEKC_03564:ylbL	IMFOIEKC_03564:ylbL	gnl|X|IMFOIEKC_1	3829138	3830136	1	999	999	-1
IMFOIEKC_03565:IMFOIEKC_03565	IMFOIEKC_03565:IMFOIEKC_03565	IMFOIEKC_03565:IMFOIEKC_03565	gnl|X|IMFOIEKC_1	3830282	3831646	1	1365	1365	1
IMFOIEKC_03566:IMFOIEKC_03566	IMFOIEKC_03566:IMFOIEKC_03566	IMFOIEKC_03566:IMFOIEKC_03566	gnl|X|IMFOIEKC_1	3831856	3832671	1	816	816	1
IMFOIEKC_03567:ubiB	IMFOIEKC_03567:ubiB	IMFOIEKC_03567:ubiB	gnl|X|IMFOIEKC_1	3832768	3834111	1	1344	1344	1
IMFOIEKC_03568:whiB7	IMFOIEKC_03568:whiB7	IMFOIEKC_03568:whiB7	gnl|X|IMFOIEKC_1	3834124	3834396	1	273	273	-1
IMFOIEKC_03569:IMFOIEKC_03569	IMFOIEKC_03569:IMFOIEKC_03569	IMFOIEKC_03569:IMFOIEKC_03569	gnl|X|IMFOIEKC_1	3834538	3834717	1	180	180	-1
IMFOIEKC_03570:uvrD2	IMFOIEKC_03570:uvrD2	IMFOIEKC_03570:uvrD2	gnl|X|IMFOIEKC_1	3834834	3836954	1	2121	2121	-1
IMFOIEKC_03571:IMFOIEKC_03571	IMFOIEKC_03571:IMFOIEKC_03571	IMFOIEKC_03571:IMFOIEKC_03571	gnl|X|IMFOIEKC_1	3837075	3837329	1	255	255	1
IMFOIEKC_03572:nudC_1	IMFOIEKC_03572:nudC_1	IMFOIEKC_03572:nudC_1	gnl|X|IMFOIEKC_1	3837338	3838270	1	933	933	-1
IMFOIEKC_03573:kefC	IMFOIEKC_03573:kefC	IMFOIEKC_03573:kefC	gnl|X|IMFOIEKC_1	3838270	3839340	1	1071	1071	-1
IMFOIEKC_03574:rep_1	IMFOIEKC_03574:rep_1	IMFOIEKC_03574:rep_1	gnl|X|IMFOIEKC_1	3839431	3842721	1	3291	3291	-1
IMFOIEKC_03575:rep_2	IMFOIEKC_03575:rep_2	IMFOIEKC_03575:rep_2	gnl|X|IMFOIEKC_1	3842718	3845846	1	3129	3129	-1
IMFOIEKC_03576:IMFOIEKC_03576	IMFOIEKC_03576:IMFOIEKC_03576	IMFOIEKC_03576:IMFOIEKC_03576	gnl|X|IMFOIEKC_1	3845971	3846171	1	201	201	1
IMFOIEKC_03577:lipV_2	IMFOIEKC_03577:lipV_2	IMFOIEKC_03577:lipV_2	gnl|X|IMFOIEKC_1	3846250	3847017	1	768	768	1
IMFOIEKC_03578:atl	IMFOIEKC_03578:atl	IMFOIEKC_03578:atl	gnl|X|IMFOIEKC_1	3847019	3847321	1	303	303	1
IMFOIEKC_03579:IMFOIEKC_03579	IMFOIEKC_03579:IMFOIEKC_03579	IMFOIEKC_03579:IMFOIEKC_03579	gnl|X|IMFOIEKC_1	3847318	3848172	1	855	855	-1
IMFOIEKC_03580:moeZ	IMFOIEKC_03580:moeZ	IMFOIEKC_03580:moeZ	gnl|X|IMFOIEKC_1	3848208	3849404	1	1197	1197	-1
