snp-dists 0.8.2	ERR12861620	ERR3524767	ERR4022294	ERR12861515	ERR12861619	23IE200_S39_L001	23IE167_S6_L001	23IE195_S34_L001	ERR12861633	ERR3524774	ERR12861582	ERR3337544	ERR12861624	ERR12861595	ERR3468923	ERR3468864	ERR12861441	ERR3337527	22IE192b_S8_L001	22IE243_S11_L001	ERR4022309	ERR12861572	ERR4022330	ERR6057651	ERR12861669	22IE83_L001	23IE168_S7_L001	ERR12861643	ERR3337601	ERR12861561	ERR3468814	ERR4022334	ERR6057642	23IE193_S32_L001	23IE179_S18_L001	23IE171_S10_L001	ERR12861548	ERR3468880	ERR12861436	ERR4022333	ERR3566339	ERR3468884	ERR4022430	23IE187_S26_L001	ERR12861657	23IE198_S37_L001	ERR3566300	ERR4022320	22IE327_S2_L001	ERR3468817	ERR3566317	ERR12861634	23IE181_S20_L001	ERR3337543	23IE189_S28_L001	23IE202_S41_L001	ERR3566299	ERR3468924	ERR3337480	ERR3524829	ERR6057622	ERR12861894	ERR12861516	23IE177_S16_L001	ERR12861630	ERR12861581	ERR3524777	ERR2988413	ERR2988387	ERR3566237	ERR3337493	ERR12861512	ERR4022350	ERR3337484	ERR12861505	ERR2988437	23IE174_S13_L001	ERR3468913	23IE170_S9_L001	ERR12861603	ERR12861448	ERR2988424	ERR12861629	ERR12861525	ERR3566347	ERR3468869	ERR12861610	ERR12861607	ERR3566274	ERR4022304	ERR3468899	ERR12861551	ERR12861546	23IE169_S8_L001	23IE184_S23_L001	ERR12861907	23IE190_S29_L001	ERR12861568	ERR12861438	ERR12861664	ERR12861673	ERR12861492	ERR4022397	ERR4022403	23IE192_S31_L001	ERR3566337	ERR3337584	ERR12861555	ERR4022429	ERR3337469	ERR12861659	23IE162_S1_L001	ERR12861677	ERR12861660	ERR12861649	ERR3337583	ERR6057648	ERR12861670	ERR12861491	ERR12861486	ERR12861904	ERR4022417	ERR12861556	23IE205_S44_L001	23IE186_S25_L001	ERR4022413	ERR12861663	ERR12861482	ERR12861674	ERR12861495	ERR3566357	ERR2988423	ERR4022377	ERR12861472	ERR12861535	ERR12861684	ERR3337559	ERR3566340	23IE203_S42_L001	ERR12861617	ERR4022364	ERR3566353	ERR3337423	23IE176_S15_L001	ERR12861579	ERR12861494	ERR12861662	ERR4022412	ERR2988441	ERR3566322	23IE191_S30_L001	ERR12861557	23IE199_S38_L001	ERR12861487	ERR12861671	ERR4022306	ERR3468976	ERR3468826	23IE178_S17_L001	23IE204_S43_L001	ERR3337595	ERR12861544	ERR3337478	ERR3468986	ERR12861612	ERR3337422	ERR12861605	ERR12861509	ERR3524821	ERR4339043	ERR3566352	ERR4339054	ERR12861681	ERR4022288	ERR3468878	ERR3468928	ERR12861589	ERR3337654	ERR12861685	23IE188_S27_L001	ERR3566356	ERR12861473	ERR3468906	23IE197_S36_L001	ERR6057683	23IE175_S14_L001	ERR3337566	ERR12861611	ERR4022366	ERR12861533	ERR12861682	ERR3468916	23IE166_S5_L001	ERR3566296	23IE183_S22_L001	ERR12861602	ERR12861470	ERR3524808	ERR2988421	ERR3337657	23IE185_S24_L001	ERR12861497	23IE206_S45_L001	ERR12861658	ERR3337592	23IE173_S12_L001	ERR12861672	ERR3337442	ERR12861493	ERR12861665	ERR4022415	ERR12861569	ERR3468832	ERR12861547	ERR2988378	ERR3468825	ERR12861550	ERR3468898	ERR12861499	ERR12861678	ERR3337448	ERR3468951	ERR3468955	ERR12861437	ERR2988361	ERR3566396	ERR12861454	ERR2988386	ERR4022346	ERR12861513	ERR12861631	ERR3337401	ERR3337551	ERR6057609	ERR12861580	ERR4022285	ERR3337416	ERR3337496	23IE196_S35_L001	ERR12861517	ERR2988416	ERR3566298	ERR4022355	ERR12861500	ERR12861593	ERR4022296	ERR12861635	ERR3337555	ERR12861584	ERR3337491	ERR12861510	ERR6057624	ERR3566288	ERR2988406	ERR12861457	ERR3337667	ERR3337415	ERR4022291	ERR3337649	23IE194_S33_L001	ERR3337482	ERR3468926	ERR12861503	ERR3337495	ERR3468931	ERR12861514	ERR12861636	23IE201_S40_L001	23IE182_S21_L001	ERR12861621	ERR3524766	23IE163_S2_L001	ERR3524848	ERR12861560	23IE207_S46_L001	23IE164_S3_L001	ERR3566386	23IE180_S19_L001	ERR12861559	ERR3468891	ERR6057647	ERR3337613	ERR12861573	ERR3468956	ERR3468806	23IE165_S4_L001	23IE172_S11_L001
ERR12861582	95	73	75	0	78	100	94	98	95	73	0	98	95	95	107	99	89	77	95	109	106	98	73	102	86	95	68	78	76	0	72	73	107	69	92	47	72	76	97	106	102	97	72	77	89	69	75	76	98	100	103	95	99	64	73	103	64	103	76	98	103	67	90	95	95	75	73	73	97	106	76	90	76	101	90	75	92	75	100	78	44	76	0	90	103	100	78	78	100	73	73	81	83	110	90	67	77	98	60	0	97	90	73	107	103	107	103	81	72	64	52	94	90	106	95	103	64	89	74	90	67	106	0	99	72	72	54	90	89	80	103	72	76	107	0	86	64	107	64	98	64	103	76	94	75	90	54	73	77	107	99	78	73	86	88	97	77	77	99	74	75	75	76	73	95	73	95	90	96	75	72	84	84	73	100	72	78	77	86	98	97	90	73	109	64	73	76	76	76	72	78	103	68	73	103	95	60	75	73	73	90	90	73	90	76	69	88	97	74	0	100	78	103	75	77	103	83	73	90	90	73	107	64	43	73	107	138	73	76	78	98	76	73	100	98	106	77	76	99	89	76	73	76	90	52	73	52	73	78	76	0	103	64	97	98	73	73	107	73	81	76	73	0	76	75	0	81	98	69	83	73	64	64	98	97	64	107	100	88	75	102	77	76	73	73	64	72
ERR3337544	99	107	99	98	104	112	110	100	99	107	98	0	99	99	111	88	99	107	113	81	104	90	107	97	90	113	104	104	96	98	107	107	111	102	74	72	106	96	73	104	88	0	108	111	102	78	99	96	100	76	98	99	101	104	109	98	104	98	96	96	98	103	83	62	99	108	107	107	0	104	96	83	96	97	83	99	74	99	98	104	69	96	98	83	98	110	104	104	76	107	107	110	81	98	100	103	111	90	94	98	73	83	109	111	98	111	98	110	108	104	98	110	83	104	99	98	104	102	108	83	103	65	98	67	108	108	87	83	99	109	98	106	96	105	98	90	104	111	55	90	104	99	96	110	108	83	87	109	107	111	67	104	109	90	102	0	107	107	67	104	99	108	96	107	99	107	99	83	93	99	108	103	83	109	76	108	104	107	90	63	73	83	107	81	104	109	96	106	96	106	104	98	104	107	98	99	94	99	107	107	100	83	109	83	96	102	102	0	108	98	76	104	98	108	107	98	81	107	83	83	107	111	104	101	107	111	145	107	96	104	90	96	107	76	90	65	107	96	67	102	96	107	96	83	98	107	98	107	104	96	98	98	104	0	90	107	107	107	107	110	96	107	98	96	99	98	95	100	102	81	107	104	104	90	63	100	111	98	102	99	88	107	106	107	107	100	108
ERR12861624	0	74	74	95	73	67	81	65	0	74	95	99	0	0	66	68	14	70	77	109	65	86	74	65	87	77	67	73	83	95	73	74	66	66	83	32	73	83	90	65	71	98	71	76	66	43	74	83	65	103	66	0	65	61	76	66	61	66	83	59	66	61	93	77	0	72	74	74	98	65	83	93	83	64	93	74	83	74	88	73	10	83	95	93	66	61	73	73	103	74	74	80	92	73	9	61	76	86	75	95	90	93	76	66	66	66	66	80	71	61	85	81	93	65	0	66	61	66	75	93	61	103	95	82	75	71	82	93	14	71	66	73	83	60	95	87	61	66	67	86	61	66	83	81	72	93	82	76	70	66	82	73	76	87	67	98	70	70	82	73	74	72	83	74	0	74	0	93	62	74	71	81	86	76	103	71	73	70	87	80	90	93	74	109	61	76	83	67	83	73	73	66	67	74	66	0	75	74	74	74	9	93	76	93	83	66	67	98	75	95	103	73	66	72	70	66	92	74	93	93	74	66	61	99	73	66	96	74	83	73	86	83	74	103	86	103	70	83	82	66	83	74	83	93	85	74	85	74	73	83	95	66	61	98	86	74	74	68	74	80	83	74	95	83	74	95	72	65	66	92	74	61	61	86	80	59	66	88	67	74	71	70	67	74	74	59	75
ERR12861595	0	74	74	95	73	67	81	65	0	74	95	99	0	0	66	68	14	70	77	109	65	86	74	65	87	77	67	73	83	95	73	74	66	66	83	32	73	83	90	65	71	98	71	76	66	43	74	83	65	103	66	0	65	61	76	66	61	66	83	59	66	61	93	77	0	72	74	74	98	65	83	93	83	64	93	74	83	74	88	73	10	83	95	93	66	61	73	73	103	74	74	80	92	73	9	61	76	86	75	95	90	93	76	66	66	66	66	80	71	61	85	81	93	65	0	66	61	66	75	93	61	103	95	82	75	71	82	93	14	71	66	73	83	60	95	87	61	66	67	86	61	66	83	81	72	93	82	76	70	66	82	73	76	87	67	98	70	70	82	73	74	72	83	74	0	74	0	93	62	74	71	81	86	76	103	71	73	70	87	80	90	93	74	109	61	76	83	67	83	73	73	66	67	74	66	0	75	74	74	74	9	93	76	93	83	66	67	98	75	95	103	73	66	72	70	66	92	74	93	93	74	66	61	99	73	66	96	74	83	73	86	83	74	103	86	103	70	83	82	66	83	74	83	93	85	74	85	74	73	83	95	66	61	98	86	74	74	68	74	80	83	74	95	83	74	95	72	65	66	92	74	61	61	86	80	59	66	88	67	74	71	70	67	74	74	59	75
ERR3468923	66	104	104	107	99	65	101	23	66	104	107	111	66	66	0	37	70	100	76	96	15	90	104	29	93	76	103	99	87	107	103	104	0	88	97	36	103	87	98	15	41	110	105	104	36	45	104	87	23	91	30	66	23	91	106	30	91	30	87	11	30	88	97	73	66	98	104	104	110	15	87	97	87	28	97	104	97	104	82	99	52	87	107	97	30	23	99	99	91	104	104	98	98	41	73	88	104	90	101	107	98	97	106	0	30	0	30	98	105	91	109	101	97	15	66	30	91	36	103	97	88	77	107	70	105	105	98	97	70	99	30	103	87	33	107	93	91	0	68	90	91	30	87	101	98	97	98	106	100	0	70	99	106	93	101	110	100	100	70	99	104	98	87	104	66	104	66	97	29	104	105	99	97	106	91	105	99	100	93	76	98	97	104	96	91	106	87	93	87	103	99	30	103	104	30	66	101	104	104	104	73	97	106	97	87	88	101	110	103	107	91	99	30	98	100	30	98	104	97	97	104	0	91	112	103	0	66	104	87	99	90	87	104	91	90	77	100	87	70	36	87	104	87	97	109	104	109	104	99	87	107	30	91	110	90	104	104	18	104	98	87	104	107	87	104	107	98	23	88	98	104	91	91	90	76	87	0	82	101	104	41	100	93	104	104	87	105
ERR3468864	68	104	96	99	102	75	103	24	68	104	99	88	68	68	37	0	71	99	85	91	34	90	104	29	83	85	97	102	95	99	103	104	37	88	87	37	103	95	88	34	0	87	101	103	50	47	96	95	24	76	30	68	24	91	104	30	91	30	95	26	30	88	91	61	68	94	104	104	87	34	95	91	95	29	91	96	87	96	94	102	46	95	99	91	30	38	102	102	76	104	104	95	97	42	72	88	103	90	94	99	88	91	104	37	30	37	30	95	101	91	105	103	91	34	68	30	91	50	103	91	88	85	99	62	103	101	92	91	71	98	30	103	95	29	99	83	91	37	61	90	91	30	95	103	94	91	92	104	99	37	62	102	104	83	96	87	99	99	62	95	96	94	95	104	68	104	68	91	29	96	101	99	85	104	76	101	102	99	83	63	88	91	104	91	91	104	95	95	95	103	102	30	97	104	30	68	94	96	104	104	72	91	104	91	95	88	96	87	103	99	76	102	30	94	99	30	97	104	91	91	104	37	91	95	103	37	69	104	95	102	90	95	104	76	90	85	99	95	62	50	95	104	95	91	105	104	105	104	102	95	99	30	91	87	90	104	104	36	104	95	95	104	99	95	96	99	94	24	88	97	104	91	91	90	63	85	37	94	96	96	0	99	95	104	104	85	103
ERR12861441	14	66	70	89	69	69	79	67	14	66	89	99	14	14	70	71	0	64	81	107	71	91	66	69	83	81	59	69	81	89	65	66	70	60	87	28	65	81	88	71	73	98	61	68	66	43	70	81	67	101	70	14	67	53	68	70	53	70	81	64	70	59	91	79	14	62	66	66	98	71	81	91	81	68	91	70	87	70	90	69	0	81	89	91	70	67	69	69	101	66	66	72	84	75	5	59	68	91	67	89	88	91	68	70	70	70	70	72	61	53	79	79	91	71	14	70	53	66	67	91	59	101	89	84	67	61	78	91	0	63	70	65	81	66	89	83	53	70	63	91	53	70	81	79	62	91	78	68	64	70	84	69	68	83	67	98	64	64	84	63	70	62	81	66	14	66	14	91	67	70	61	73	88	68	101	61	69	64	83	82	88	91	66	107	53	68	81	65	81	65	69	70	59	66	70	14	67	70	66	66	5	91	68	91	81	60	67	98	67	89	101	69	70	62	64	70	84	66	91	91	66	70	53	97	65	70	100	66	81	69	91	81	66	101	91	101	64	81	84	66	81	66	81	91	79	66	79	66	69	81	89	70	53	98	91	66	66	74	66	72	81	66	89	81	70	89	70	67	60	84	66	53	53	91	82	57	70	90	67	70	73	64	65	66	66	57	67
ERR3337527	70	20	24	77	23	85	71	93	70	20	77	107	70	70	100	99	64	0	80	118	97	99	20	95	75	80	27	23	73	77	20	20	100	38	85	26	19	73	86	97	101	106	27	14	90	60	24	73	93	117	96	70	93	33	22	96	33	96	73	89	96	30	83	92	70	18	20	20	106	97	73	83	73	94	83	24	85	24	99	23	38	73	77	83	96	97	23	23	117	20	20	34	78	105	65	30	14	99	63	77	86	83	22	100	96	100	96	34	27	33	61	71	83	97	70	96	33	90	21	83	30	109	77	98	21	27	64	83	64	15	96	19	73	101	77	75	33	100	60	99	33	96	73	71	18	83	64	22	0	100	98	23	22	75	37	106	0	0	98	21	24	18	73	20	70	20	70	83	89	24	27	39	75	22	117	27	23	0	75	94	86	83	20	118	33	22	73	36	73	19	23	96	27	20	96	70	63	24	20	20	65	83	22	83	73	38	37	106	21	77	117	23	96	18	0	96	78	20	83	83	20	100	33	90	20	100	132	20	73	23	99	73	20	117	99	109	0	73	98	90	73	20	73	83	61	20	61	20	23	73	77	96	33	106	99	20	20	100	20	34	73	20	77	73	24	77	44	93	38	78	20	33	33	99	94	41	100	99	37	24	101	0	36	20	20	41	21
22IE192b_S8_L001	77	76	74	95	79	77	97	77	77	76	95	113	77	77	76	85	81	80	0	116	77	98	76	78	87	0	73	79	85	95	76	76	76	65	91	47	75	85	98	77	87	112	75	82	73	52	74	85	77	113	79	77	78	75	78	79	75	79	85	71	79	68	98	95	77	77	76	76	112	77	85	98	85	78	98	74	91	74	94	79	51	85	95	98	79	73	79	79	113	76	76	91	98	89	80	68	82	98	83	95	98	98	78	76	79	76	79	91	75	75	81	97	98	77	77	79	75	73	75	98	68	110	95	100	77	75	84	98	81	84	79	75	85	79	95	87	75	76	81	98	75	80	85	97	77	98	84	78	80	76	100	79	78	87	77	112	80	80	100	77	74	77	85	76	77	76	77	98	73	74	75	88	90	78	113	75	79	80	87	98	98	98	76	116	75	78	85	80	85	75	79	79	73	76	79	77	83	74	76	76	80	98	78	98	85	65	77	112	75	95	113	79	79	77	80	79	98	76	98	98	76	76	75	88	75	76	114	76	85	79	98	85	76	113	98	110	80	85	100	73	85	76	85	98	81	76	81	76	79	85	95	79	75	112	98	76	76	80	76	91	85	76	95	85	74	95	78	77	65	98	76	75	75	98	98	63	76	94	77	74	87	80	80	76	76	63	77
22IE243_S11_L001	109	122	116	109	113	111	121	101	109	122	109	81	109	109	96	91	107	118	116	0	107	79	122	95	81	116	119	113	79	109	122	122	96	115	59	81	121	79	62	107	93	80	121	124	97	72	116	79	101	45	95	109	102	117	122	95	117	95	79	96	95	120	68	72	109	117	122	122	80	107	79	68	79	94	68	116	59	116	87	113	68	79	109	68	95	101	113	113	45	122	122	109	76	93	110	120	124	79	111	109	62	68	122	96	95	96	95	109	121	117	121	121	68	107	109	95	117	97	121	68	120	80	109	70	121	121	106	68	107	122	95	121	79	104	109	81	117	96	0	79	117	96	79	121	117	68	106	122	118	96	70	113	122	81	113	80	118	118	70	115	116	117	79	122	109	122	109	68	91	116	121	104	74	122	45	121	113	118	81	74	62	68	122	0	117	122	79	108	79	121	113	95	119	122	95	109	111	116	122	122	110	68	122	68	79	115	113	80	121	109	45	113	95	117	118	95	76	122	68	68	122	96	117	98	122	96	140	122	79	113	79	79	122	45	79	80	118	79	70	97	79	122	79	68	121	122	121	122	113	79	109	95	117	80	79	122	122	110	122	109	79	122	109	79	116	109	106	101	115	76	122	117	117	79	74	117	96	87	113	116	93	118	108	122	122	117	121
ERR4022309	65	99	99	106	96	68	100	20	65	99	106	104	65	65	15	34	71	97	77	107	0	89	99	23	90	77	102	96	94	106	98	99	15	83	102	33	98	94	97	0	38	103	104	99	37	47	99	94	20	96	25	65	21	88	101	25	88	25	94	0	25	83	98	78	65	93	99	99	103	0	94	98	94	22	98	99	102	99	85	96	52	94	106	98	25	26	96	96	96	99	99	95	99	40	72	83	99	89	100	106	97	98	101	15	25	15	25	95	104	88	106	100	98	0	65	25	88	37	98	98	83	82	106	79	100	104	97	98	71	94	25	98	94	34	106	90	88	15	73	89	88	25	94	100	93	98	97	101	97	15	79	96	101	90	98	103	97	97	79	94	99	93	94	99	65	99	65	98	24	99	104	96	96	101	96	104	96	97	90	81	97	98	99	107	88	101	94	91	94	98	96	25	102	99	25	65	100	99	99	99	72	98	101	98	94	83	98	103	98	106	96	96	25	93	97	25	99	99	98	98	99	15	88	111	98	15	68	99	94	96	89	94	99	96	89	82	97	94	79	37	94	99	94	98	106	99	106	99	96	94	106	25	88	103	89	99	99	3	99	95	94	99	106	94	99	106	91	20	83	99	99	88	88	89	81	82	15	85	98	99	38	97	91	99	99	82	100
ERR12861572	86	97	97	98	96	93	99	87	86	97	98	90	86	86	90	90	91	99	98	79	89	0	97	88	77	98	93	96	81	98	97	97	90	87	76	60	96	81	71	89	94	89	97	99	82	59	97	81	87	68	88	86	87	94	99	88	94	88	81	82	88	90	79	80	86	101	97	97	89	89	81	79	81	86	79	97	76	97	20	96	60	81	98	79	88	91	96	96	68	97	97	91	75	85	90	90	99	0	92	98	71	79	99	90	88	90	88	91	97	94	94	99	79	89	86	88	94	82	96	79	90	87	98	83	98	97	89	79	91	102	88	96	81	101	98	77	94	90	49	0	94	88	81	99	101	79	89	99	99	90	83	96	99	77	99	89	99	99	83	102	97	101	81	97	86	97	86	79	83	97	97	90	77	99	68	97	96	99	77	83	71	79	97	79	94	99	81	98	81	96	96	88	93	97	88	86	92	97	97	97	90	79	99	79	81	87	99	89	96	98	68	96	88	101	99	88	75	97	79	79	97	90	94	93	97	90	136	97	81	96	0	81	97	68	0	87	99	81	83	82	81	97	81	79	94	97	94	97	96	81	98	88	94	89	0	97	97	92	97	91	81	97	98	81	97	98	89	87	87	75	97	94	94	0	83	89	90	20	99	97	94	99	98	97	97	89	98
ERR4022330	74	0	12	73	11	85	71	95	74	0	73	107	74	74	104	104	66	20	76	122	99	97	0	94	77	76	25	11	69	73	0	0	104	29	87	22	1	69	90	99	105	106	27	10	89	61	12	69	95	121	95	74	96	27	2	95	27	95	69	90	95	28	84	101	74	13	0	0	106	99	69	84	69	93	84	12	87	12	95	11	40	69	73	84	95	99	11	11	121	0	0	29	78	107	65	28	10	97	51	73	90	84	2	104	95	104	95	29	27	27	51	71	84	99	74	95	27	89	1	84	28	110	73	106	1	27	64	84	66	12	95	1	69	109	73	77	27	104	61	97	27	96	69	71	13	84	64	2	20	104	106	11	2	77	23	106	20	20	106	17	12	13	69	0	74	0	74	84	88	12	27	34	76	2	121	27	11	20	77	104	90	84	0	122	27	2	69	31	69	1	11	95	25	0	95	74	51	12	0	0	65	84	2	84	69	29	23	106	1	73	121	11	95	13	20	95	78	0	84	84	0	104	27	90	0	104	141	0	69	11	97	69	0	121	97	110	20	69	106	89	69	0	69	84	51	0	51	0	11	69	73	95	27	106	97	0	0	102	0	29	69	0	73	69	12	73	32	95	29	78	0	27	27	97	104	29	104	95	23	12	105	20	31	0	0	29	1
ERR6057651	65	94	88	102	93	63	98	13	65	94	102	97	65	65	29	29	69	95	78	95	23	88	94	0	81	78	93	93	89	102	93	94	29	81	91	26	93	89	89	23	32	96	95	97	45	40	88	89	13	85	0	65	14	82	96	0	82	0	89	9	0	79	89	68	65	89	94	94	96	23	89	89	89	0	89	88	91	88	86	93	45	89	102	89	0	31	93	93	85	94	94	89	96	35	70	79	97	88	95	102	89	89	96	29	0	29	0	89	95	82	102	98	89	23	65	0	82	45	93	89	79	80	102	69	95	95	95	89	69	92	0	93	89	31	102	81	82	29	61	88	82	0	89	98	89	89	95	96	95	29	69	93	96	81	91	96	95	95	69	89	88	89	89	94	65	94	65	89	0	88	95	92	83	96	85	95	93	95	81	71	89	89	94	95	82	96	89	88	89	93	93	0	93	94	0	65	95	88	94	94	70	89	96	89	89	81	91	96	93	102	85	93	0	89	95	0	96	94	89	89	94	29	82	100	94	29	65	94	89	93	88	89	94	85	88	80	95	89	69	45	89	94	89	89	102	94	102	94	93	89	102	0	82	96	88	94	94	26	94	89	89	94	102	89	88	102	88	13	81	96	94	82	82	88	71	76	29	86	91	88	32	95	88	94	94	76	95
ERR12861669	87	77	69	86	70	92	97	84	87	77	86	90	87	87	93	83	83	75	87	81	90	77	77	81	0	87	73	70	60	86	77	77	93	67	60	49	76	60	49	90	84	89	75	77	93	60	69	60	84	60	81	87	84	76	77	81	76	81	60	80	81	69	18	77	87	73	77	77	89	90	60	18	60	80	18	69	60	69	77	70	50	60	86	18	81	94	70	70	60	77	77	65	61	84	88	69	77	77	76	86	49	18	77	93	81	93	81	65	75	76	78	97	18	90	87	81	76	93	76	18	69	94	86	77	76	75	75	18	83	78	81	76	60	92	86	0	76	93	43	77	76	81	60	97	73	18	75	77	75	93	77	70	77	0	78	89	75	75	77	74	69	73	60	77	87	77	87	18	76	69	75	58	22	77	60	75	70	75	0	80	49	18	77	81	76	77	60	69	60	76	70	81	73	77	81	87	76	69	77	77	88	18	77	18	60	67	78	89	76	86	60	70	81	73	75	81	61	77	18	18	77	93	76	79	77	93	125	77	60	70	77	60	77	60	77	94	75	60	77	93	60	77	60	18	78	77	78	77	70	60	86	81	76	89	77	77	77	93	77	65	60	77	86	60	69	86	53	84	67	61	77	76	76	77	79	64	93	77	78	69	84	75	69	77	77	64	76
22IE83_L001	77	76	74	95	79	77	97	77	77	76	95	113	77	77	76	85	81	80	0	116	77	98	76	78	87	0	73	79	85	95	76	76	76	65	91	47	75	85	98	77	87	112	75	82	73	52	74	85	77	113	79	77	78	75	78	79	75	79	85	71	79	68	98	95	77	77	76	76	112	77	85	98	85	78	98	74	91	74	94	79	51	85	95	98	79	73	79	79	113	76	76	91	98	89	80	68	82	98	83	95	98	98	78	76	79	76	79	91	75	75	81	97	98	77	77	79	75	73	75	98	68	110	95	100	77	75	84	98	81	84	79	75	85	79	95	87	75	76	81	98	75	80	85	97	77	98	84	78	80	76	100	79	78	87	77	112	80	80	100	78	74	77	85	76	77	76	77	98	73	74	75	88	90	78	113	75	79	80	87	99	98	98	76	116	75	78	85	80	85	75	79	79	73	76	79	77	83	74	76	76	80	98	78	98	85	65	77	112	75	95	113	79	79	77	80	79	98	76	98	98	76	76	75	88	75	76	114	76	85	79	98	85	76	113	98	110	80	85	100	73	85	76	85	98	81	76	81	76	79	85	95	79	75	112	98	76	76	80	76	91	85	76	95	85	74	95	78	77	65	98	76	75	75	98	98	63	76	94	77	74	87	80	80	76	76	63	77
23IE168_S7_L001	67	25	27	68	32	82	72	94	67	25	68	104	67	67	103	97	59	27	73	119	102	93	25	93	73	73	0	32	68	68	25	25	103	33	83	20	24	68	86	102	98	103	6	25	89	55	27	68	94	111	94	67	94	28	25	94	28	94	68	93	94	31	85	93	67	27	25	25	103	102	68	85	68	93	85	27	83	27	94	32	29	68	68	85	94	98	32	32	111	25	25	42	76	104	60	31	25	93	52	68	86	85	25	103	94	103	94	42	6	28	56	72	85	102	67	94	28	89	26	85	31	108	68	99	24	6	55	85	59	30	94	24	68	102	68	73	28	103	61	93	28	94	68	72	27	85	55	25	27	103	99	32	25	73	38	103	27	27	99	26	27	27	68	25	67	25	67	85	87	27	6	47	79	25	111	6	32	27	73	95	86	85	25	119	28	25	68	37	68	24	32	94	0	25	94	67	52	27	25	25	60	85	25	85	68	33	38	103	26	68	111	32	94	27	27	94	76	25	85	85	25	103	28	77	25	103	134	25	68	32	93	68	25	111	93	108	27	68	99	89	68	25	68	85	56	25	56	25	32	68	68	94	28	103	93	25	25	105	25	42	68	25	68	68	27	68	46	94	33	76	25	28	28	93	95	30	103	94	38	27	98	27	37	25	25	30	24
ERR12861643	73	11	19	78	0	92	72	92	73	11	78	104	73	73	99	102	69	23	79	113	96	96	11	93	70	79	32	0	66	78	11	11	99	34	82	27	12	66	79	96	104	103	34	15	94	67	19	66	92	114	94	73	93	38	13	94	38	94	66	87	94	39	75	94	73	18	11	11	103	96	66	75	66	92	75	19	82	19	94	0	42	66	78	75	94	98	0	0	114	11	11	24	77	102	68	39	15	96	60	78	79	75	13	99	94	99	94	24	34	38	56	72	75	96	73	94	38	94	12	75	39	105	78	99	12	34	63	75	69	15	94	12	66	102	78	70	38	99	53	96	38	95	66	72	18	75	63	13	23	99	99	0	13	70	24	103	23	23	99	22	19	18	66	11	73	11	73	75	88	19	34	29	67	13	114	34	0	23	70	97	79	75	11	113	38	13	66	36	66	12	0	94	32	11	94	73	60	19	11	11	68	75	13	75	66	34	24	103	12	78	114	0	94	18	23	94	77	11	75	75	11	99	38	89	11	99	134	11	66	0	96	66	11	114	96	105	23	66	99	94	66	11	66	75	56	11	56	11	0	66	78	94	38	103	96	11	11	99	11	24	66	11	78	66	19	78	27	92	34	77	11	38	38	96	97	38	99	94	24	19	104	23	36	11	11	38	12
ERR3337601	83	69	71	76	66	90	102	88	83	69	76	96	83	83	87	95	81	73	85	79	94	81	69	89	60	85	68	66	0	76	68	69	87	63	48	42	70	0	65	94	98	95	70	69	87	59	71	0	88	78	89	83	88	66	69	89	66	89	0	85	89	63	56	87	83	71	69	69	95	94	0	56	0	87	56	71	48	71	75	66	46	0	76	56	89	88	66	66	78	69	69	65	29	92	82	63	69	81	78	76	65	56	69	87	89	87	89	65	70	66	78	102	56	94	83	89	66	87	68	56	63	86	76	83	68	70	77	56	81	72	89	70	0	96	76	60	66	87	44	81	66	89	0	102	71	56	77	69	73	87	83	66	69	60	70	95	73	73	83	70	71	71	0	69	83	69	83	56	82	71	70	60	58	69	78	70	66	73	60	89	65	56	69	79	66	69	0	67	0	70	66	89	68	69	89	83	78	71	69	69	82	56	69	56	0	63	70	95	68	76	78	66	89	71	73	89	29	69	56	56	69	87	66	81	69	87	129	69	0	66	81	0	69	78	81	86	73	0	83	87	0	69	0	56	78	69	78	69	66	0	76	89	66	95	81	69	69	97	69	65	0	69	76	0	71	76	63	88	63	29	69	66	66	81	89	60	87	75	70	71	98	73	67	69	69	60	68
ERR12861561	95	73	75	0	78	100	94	98	95	73	0	98	95	95	107	99	89	77	95	109	106	98	73	102	86	95	68	78	76	0	72	73	107	69	92	47	72	76	97	106	102	97	72	77	89	69	75	76	98	100	103	95	99	64	73	103	64	103	76	98	103	67	90	95	95	75	73	73	97	106	76	90	76	101	90	75	92	75	100	78	44	76	0	90	103	100	78	78	100	73	73	81	83	110	90	67	77	98	60	0	97	90	73	107	103	107	103	81	72	64	52	94	90	106	95	103	64	89	74	90	67	106	0	99	72	72	54	90	89	80	103	72	76	107	0	86	64	107	64	98	64	103	76	94	75	90	54	73	77	107	99	78	73	86	88	97	77	77	99	74	75	75	76	73	95	73	95	90	96	75	72	84	84	73	100	72	78	77	86	98	97	90	73	109	64	73	76	76	76	72	78	103	68	73	103	95	60	75	73	73	90	90	73	90	76	69	88	97	74	0	100	78	103	75	77	103	83	73	90	90	73	107	64	43	73	107	138	73	76	78	98	76	73	100	98	106	77	76	99	89	76	73	76	90	52	73	52	73	78	76	0	103	64	97	98	73	73	107	73	81	76	73	0	76	75	0	81	98	69	83	73	64	64	98	97	64	107	100	88	75	102	77	76	73	73	64	72
